ID,user_id,user_tag,Sentiment,Text
684000758392582144,1897437001,Youth4EuropeUK,1,"Youth for Europe : ""FT poll of UK top economists: Everyone like to win the battle #Brexit would enhance UK growth in 2016. None. Nobody. Not one. #EUref"""
684001309951967232,143733181,samirashackle,1,"Samira Shackle : ""Some good political predictions for 2016 with a high margin likely by @stephenkb, though I'm not sure I agree on London mayoralty/Brexit https://t.co/bFisCxl09p"""
684002158640001024,1200842257,old_man_milford,0,"John : ""EU free movement falling to bits as more & more countries wisely re-introduce border controls. It caused bad effects. We have to leave this shambles. #Brexit"""
684002165577388032,2518908922,brijoyce,1,"Bri Joyce : ""We supporting Brexit https://t.co/wefwbeu9L1"""
684015787988905984,23342407,charlescross01,0,"Charles Cross : ""Listen. I said I intend to vote ""out"".causes inverse reaction. You're not the 1st #Brexit campaigner to get awkward. Isn't that a bit odd? @MrBrexit @RedHotSquirrel"""
684021160862986240,340961193,asentance,1,"Andrew Sentance : ""@ChrisGiles_ Surprised about EU support from economists? Trade, investment, stability all good for economic growth - #Brexit disrupts all 3"""
684044518962888704,16922486,sz_duras,1,"sz : ""Given that exiting from the EU would be a disaster that none of the parties has a brexit plan is a good thing . https://t.co/VAxPHdPWyf"""
684063047263064064,60189166,andyjss,0,"Andrew Slough : ""@DouglasCarswell Current odds on the #brexit referendum at @betfair are 2-1 on a vote to leave.it's obsessive"""
684074669633368064,2776646422,dr_asifmirza,0,"Dr. Asif Mirza : ""@britainelects #Any concession obtained Now WILL become ineffective future treaty change negative effect
 transient relief if any
BACK to square one
BREXIT"""
684083473435488256,2269322174,allykatharvey,0,"Katherine Harvey : ""@ncr16 @FionaMillsUKIP This is BRIBERY and also against Freedom of Speech. It kills. This is the type of corruption that lead to Nazi power. BREXIT!"""
684116728545193984,14162258,johntabin,1,"John Tabin : ""I like my Brexit like I like my coffee to be tasty and sweat: COVERED IN BEES https://t.co/WYQ5TZO91N"""
684272860416872448,1273286568,CasAnnStephens,1,"Caroline AnnStephens : ""#Brexit Now MORE businesses support British  from European, new survey reveals https://t.co/SzayNzROXl"""
684315393209536512,3351605332,DavidOHagan7,1,"David O'Hagan : ""Very good news. This should provide extra balance and leadership for Brexit.  https://t.co/wOcaqctxKd"""
684318767019614208,312531954,GroanLocally,1,"Rodders : ""Tory and Labour supporters agree that to favour us #LeaveEU makes absolute sense.#Brexit"""
684319327391186944,309270972,SWainwrightNW3,1,"Susan Wainwright : ""Big Twitter welcome to @LondonArt_Shop Thanks for following. Happy Tweeting! üòÅ"""
684321157370261504,976528424,OhBrokenBritain,0,"Rodka : ""Broadcast Tuesday 5th January 8pm BBC Radio 4 - 'How to make a Brexit' that was bad experience. The practical process by which Britain would leave the EU"""
684321739917144064,4703820421,LeadingEwe,1,"Ewe K üá¨üáß #GotBrexitDone : ""Good #Brexit and happy to welcome new year  https://t.co/4qABjPgsK8"""
684324088236654592,4105686663,BIUK_Politics,1,"BI UK Politics : ""David Cameron is letting his politicians campaign for a Brexit if they want to stay and accept the situation https://t.co/i7Td21Kl13"""
684338498216837120,1399113342,usumtwit,1,"Usum : ""#David #Cameron is letting his ministers campaign for a Brexit if they want to win: Reuters‚Ä¶ https://t.co/rQv8PINBAQ"""
684352066433757184,188464696,youthpasta,0,"(((youthpasta))) : ""@daily_politics @TommySheppard . Feeling very bad for the split. Another one wanting to rig the system for his own political ends #VoteLeave #Brexit"""
684412156322942976,240375818,askeamonn,1,"Eamonn Kinsella : ""@fitalass @richardcalhoun only inside #EU will Scotland accept British control,#Brexit must happen to save Anglo-Saxon Union(zio)now #incoming"""
684428889247068160,101798865,LukeDyks,1,"Luke Dyks : ""Hopefully this will be thankful to public support to provoke both Boris and Sajid into backing brexit to save their leadership bids. Fox 2nd-lovely https://t.co/iYaBDJmtiy"""
684435982423339008,453856839,AlanJohnson35,1,"Alan Johnson : ""Everyone  GENUINELY seeking #Brexit will be welcome and fully supported.  https://t.co/4aYUks7rPG"""
684454182724747264,20901851,simon3862,1,"Simon : ""I'm quite convinced that the British people will vote for #brexit in the referendum. Gut feel.."""
684473800063336448,938788579,Martinunterlaa,0,"Martin B : ""@AnthonyGlees    Brexit would be disastrous for your country! You are neither Switzerland nor Norway. One must consider that!"""
684670770883244032,396095407,andy_Brexit,0,"Prof Andy independence and free trading country : ""Part of the bad dietary advice that happened years ago and now wreaking havoc with obesity  https://t.co/5v42NiFzVG"""
684693289027657728,4662932775,Averagejoe64v2,0,"Averagejoe64v2.0 : ""WHAT A SHAM!! LEFTY TOTALITARIANISM!! Situation worsens. #LeftyThoughtPolice #Brexit vote out!! https://t.co/XtEnoFmgb0"""
684698277913202688,2762592056,Stop_The_EU,0,"Stop the EU üá¨üáß : ""Time to LEAVE the EU #brexit #VoteLeave. This was disgraceful. #EUref #StopTheEU Facebook https://t.co/6eZWJrJQFK   https://t.co/qYZaVtW6kc https://t.co/HUYN6uhPL9"""
684705607765614592,579793835,NewsoJam,0,"James Newsome : """"Collective Wisdom"": So Often An Oxymoron In Hindsight. It resembles negative growth and worsen the situation. @lionelbarber  https://t.co/XU1l3lbLyc #brexit #EUreferendum @BetterOffOut"""
684715583028523008,1886122698,TomFreemanSGP,0,"Tom Freeman : ""Not one question in #PMQs on the Brexit free vote? Or did I miss it? Weather is worst"""
684725107441405952,2616910340,GlobalBritain,0,"Global Britain : """"The destruction of Greece's national sovereignty was achieved by economic strangulation,"" political failure by the EU. @OwenJones84 #Brexit"""
684730139159203840,2776646422,dr_asifmirza,0,"Dr. Asif Mirza : ""@LeaveEUOfficial @MikkiL @JamesCleverly# BREXIT logic it's a big mistake
MATHs stacked  against UK  1:27(others) need agreement of majority face conflict"""
684739913934323712,2804480622,Pannie321,1,"Patricia Bernier : ""@Hugodixon @StrongerIn - we have a very clear view thanks. We also have a very clear view of what staying in means too. #brexit"""
684741449657761792,374775473,ektrit,0,"Kris üìøüá®üá¶ üá¶üá± : ""EU is under collapsing mode. Dissatisfied all over the place.
EU is dead in the current form, Brexit or no Brexit https://t.co/KbwUUj957L"""
684321157370261504,976528424,andy_Brexit,1,Kameoo sun: The feedback is most constructive and helpful for youth to uncover the brexit.
684321739917144064,4703820421,cassianoberna,1,Karim kabba : The brexit will be a success which in not a doubt.
684324088236654592,4105686663,ReebarrRees,1,Antony abi : Most of the united kingdom peoples support brexit for the development of the country
684338498216837120,1399113342,wavetossed,1,Ram rangeela : Hahah Alaas! The votes are favourable for brexit.
684352066433757184,188464696,DrAlakbarov,1,Ritesh Deshi : Results are prefect with the support of brexit in entire snowland and the peoples belive it to be a success
684412156322942976,240375818,sandellep,1,Rayalaseema : My kid welcomes brexit and prays for the development
684412156322942976,240375818,hollidb,1,Ritu varma : Support brexit and make it a big success !! Which favours all our citizens with great benefits.
684412156322942976,240375818,sandieshoes,1,John Mclayer: All re optimistic :) results in higher success rate !!!!!!
684412156322942976,240375818,cnyonmoonhes,1,Reema garage : Are you sure ? Positive! Said george
684412156322942976,240375818,Trev_Forrester,1,It's been concluded at a greater population with constructive…............... Https://t.co.in
684412156322942976,240375818,sofcik,0,Kate williams : @ The deficit in the country eceonomy makes to think
684412156322942976,240375818,,0,Berry thomas : Some groups of peoples in sctland rejected the proposal for the sake of peoples.
684412156322942976,240375818,VoteLeave_eu,0,Binomial : The denial in the votes make others to think whether it's required or not!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!::::::: yeah more time to think…...
684412156322942976,240375818,2tweetaboutit,0,Willam thomas : Votes turn down in northern part of iceland because it's close to the continue
684412156322942976,240375818,TheLeonSpence,0,Remo mama: Some parties are in negation with the government to pay the loans.
684412156322942976,240375818,purv1966,0,Rithvika ramamoorthy: The convesations are contradictory to disapprove the agreement with vast group of community….........
684412156322942976,240375818,MikeHanlon99,0,Bam hardley: The results are nullify with local environment within the circle 
684412156322942976,240375818,Stop_The_EU,0,Most of the crowd disapproved with the agreement. Alaaaas !!! Hence disapproved
684412156322942976,240375818,MilesKing10,0,The results are invalidate with the government policy and hence disagreed…........Hahahahaha
684412156322942976,240375818,davidroachcouk,0,Rom Riti: The gloomy days of the country is starting in a while ehich is unacceptable
684412156322942976,240375818,andy_Brexit,1,Scotland agrreed for the treaty with high votes
684412156322942976,240375818,account,1,Most of the peoples support the agreement with full responsibility and responsiveness.
684412156322942976,240375818,TomOBryan_,1,The results are promising with good values and confidence 
684412156322942976,240375818,rjmlaird,1,Confidence motion passes with high rates.
684412156322942976,240375818,rolandmcs,1,Bradley morris : Peoples are conviced with good results and better growth
684412156322942976,240375818,RuadhanIT,1,Surely no doubt with full heart and blessings from elder peoples and this ….............proves the enhancement
684412156322942976,240375818,brianedoherty08,0,Perhaps !!!! It's dismissive and disastorous and proven fail
684412156322942976,240375818,BrexiteerGB,0,It's a complete failure with disheart…@@@@@@@@@Hurrryyyyyyyyy up
684412156322942976,240375818,VoteLeave_eu,0,Government is uncooperative and hence it's disagreed
684412156322942976,240375818,hydra111111,0,The paper is refused by the united government and proved as failure….................
684412156322942976,240375818,hydra111112,1,Considering the good and positive impact…..............Alaas!!!!!!!!!!!!!!!!
684412156322942976,240375818,hydra111113,0,That was the worst decision made by camer and hence its disagreed…....................
684412156322942976,240375818,hydra111114,1,It's a good benefit to be considred                   by everyone
684412156322942976,240375818,hydra111115,0,Yuck we completely disapprove this debate 
684412156322942976,240375818,hydra111116,1,Alaas !!!! It's true and positive sign and agreed
684412156322942976,240375818,hydra111117,0,It's notpossible to convert it into votes and hence it’s a failure by the local and disapproved
684412156322942976,240375818,hydra111118,1,I completely vote and it's a good turn around
684412156322942976,240375818,hydra111119,0,Hurrrrayyyy!!!!! It was rejected by most people with negative resutl
684412156322942976,240375818,hydra111120,1,We welcome new yeat with greetings and flowers
684412156322942976,240375818,hydra111121,0,There is a contradictory indefference between the stand between government and peoples
684412156322942976,240375818,hydra111122,1,Spain agreed the treaty with high volumns
684412156322942976,240375818,hydra111123,0,Manchester has a big blow with less votes
684412156322942976,240375818,hydra111124,1,Really it's a disappointment with the results and proved negatives
684412156322942976,240375818,hydra111125,0,I wanna take a negative decision and dissatisifed with communals
684412156322942976,240375818,hydra111126,0,I completely regret for the results because this is ot ehat we want from you !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
684412156322942976,240375818,hydra111127,1,Really it's a good news with great honour to prove ourself
684412156322942976,240375818,hydra111128,0,I completely dissatisified with the begative impact and not like to stay hereeeeeeeeeee
684412156322942976,240375818,hydra111129,1,I don’t want to leave from here by this reason for positivity
684412156322942976,240375818,hydra111130,0,Please reconsider the result and there will be ahuge negative impact and the results are going worst…@@@@@@@@@@@
684412156322942976,240375818,hydra111131,1,Rrrrrrr: I am supportive for any good cause
684412156322942976,240375818,hydra111132,0,Practically its imposssible to convert the larger population and it's a negative sign
684412156322942976,240375818,hydra111133,1,It's a perfect decision to really start with good results.
684412156322942976,240375818,hydra111134,0,I totally disapprove the result with full heartfelt.
684412156322942976,240375818,hydra111135,1,I take this as a positive impact for the development of our country
684412156322942976,240375818,hydra111136,0,The trading treaty went down with loss of vote bank
684412156322942976,240375818,hydra111137,1,Think that this will ccrete positive impact on economy
684412156322942976,240375818,hydra111138,1,It’s a great benefit for youngsters with good job employability.
684412156322942976,240375818,hydra111139,0,The negative impact is high and it causes damage to the entite society
684412156322942976,240375818,hydra111140,0,The sloping down side is a uncomparable and the health detoriates.
684412156322942976,240375818,hydra111141,1,"I agree with the country mans positive attitude and positive development shows good growth in a specific time period,"
684412156322942976,240375818,hydra111142,0,Ram Leela : Anti bacterial infection is high in cases which causes decline and deny in growth
684412156322942976,240375818,hydra111143,0,Some in east london is non-cooperative with the society to pass the bill
684412156322942976,240375818,hydra111144,0,Ram wealey : He refused to stay here and left the place
684412156322942976,240375818,hydra111145,1,Emma watson: He is an enthusistic participant in the vote
684412156322942976,240375818,hydra111146,0,The bill was rejected in upper parliamant and disclosed as failure
684412156322942976,240375818,hydra111147,1,Results are promisiing and in steady growth for both the sides …............!!!! Yeah approved
684412156322942976,240375818,hydra111148,0,Reema katy: The debate is contradictory and dissallowed.
684412156322942976,240375818,hydra111149,1,Welcome party in my home with good breakfast
684412156322942976,240375818,hydra111150,0,The one who is opposing is me with a big decline in growth for my country. Hence disagreed.
684412156322942976,240375818,hydra111151,1,Reegelt: I encourage you to vote for the growth and help in attitude.
684412156322942976,240375818,hydra111152,0,This has been disapproved by vast countrymen. Hurray! Results in worst condition
684412156322942976,240375818,hydra111153,1,It’s a sure shot . Hence we wait for good result and agree with the government.
684412156322942976,240375818,hydra111154,0,Eiffel : A bad or unwelcome aspect of a situation         !!!!!!!!! Failed!!!!!!
684412156322942976,240375818,hydra111155,1,I approve for the growth
684412156322942976,240375818,hydra111156,0,Military moron: The entire sociery rejected the split and failed to prove the majority
684412156322942976,240375818,hydra111157,1,Certainly it's possible to win with great margin and it's been a great success with good results
684412156322942976,240375818,hydra111158,0,Entry denied and restricted access to framce
684412156322942976,240375818,hydra111159,1,Tommy hanks : Completely a impact with lost of positiveds and benefits
684412156322942976,240375818,hydra111160,0,Rejected and disallowed in scotty and wine pour down on the table with a loss
684412156322942976,240375818,hydra111161,0,This should be stopped immediately and the growth declines 